NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,280510,1100015,Alta Floresta D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,1651885,1100023,Ariquemes - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,77217,1100031,Cabixi - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,1259024,1100049,Cacoal - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,260142,1100056,Cerejeiras - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,206425,1100064,Colorado do Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,145412,1100072,Corumbiara - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,120018,1100080,Costa Marques - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,347581,1100098,Espigão D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,715386,1100106,Guajará-Mirim - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,861623,1100114,Jaru - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,2056220,1100122,Ji-Paraná - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,301792,1100130,Machadinho D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,188992,1100148,Nova Brasilândia D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,507790,1100155,Ouro Preto do Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,602732,1100189,Pimenta Bueno - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,11139255,1100205,Porto Velho - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,250510,1100254,Presidente Médici - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,48230,1100262,Rio Crespo - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,756305,1100288,Rolim de Moura - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,109366,1100296,Santa Luzia D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,1491477,1100304,Vilhena - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,311271,1100320,São Miguel do Guaporé - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,249369,1100338,Nova Mamoré - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,174574,1100346,Alvorada D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,135691,1100379,Alto Alegre dos Parecis - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,176664,1100403,Alto Paraíso - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,380852,1100452,Buritis - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,100846,1100502,Novo Horizonte do Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,84262,1100601,Cacaulândia - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,150582,1100700,Campo Novo de Rondônia - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,253982,1100809,Candeias do Jamari - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,44579,1100908,Castanheiras - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,179981,1100924,Chupinguaia - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,218790,1100940,Cujubim - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,112253,1101005,Governador Jorge Teixeira - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,117104,1101104,Itapuã do Oeste - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,116881,1101203,Ministro Andreazza - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,119478,1101302,Mirante da Serra - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,176274,1101401,Monte Negro - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,76050,1101435,Nova União - RO,37,Produto Interno Bruto a preços correntes,2011,2011
6,Município,40,Mil Reais,56027,1101450,Parecis - RO,37,Produto Interno Bruto a preços correntes,2011,2011
