NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,143222,1100015,Alta Floresta D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,539636,1100023,Ariquemes - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,40985,1100031,Cabixi - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,622437,1100049,Cacoal - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,99983,1100056,Cerejeiras - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,103363,1100064,Colorado do Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,57284,1100072,Corumbiara - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,50996,1100080,Costa Marques - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,153425,1100098,Espigão D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,247248,1100106,Guajará-Mirim - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,385507,1100114,Jaru - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,774035,1100122,Ji-Paraná - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,129476,1100130,Machadinho D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,89821,1100148,Nova Brasilândia D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,243121,1100155,Ouro Preto do Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,227004,1100189,Pimenta Bueno - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,2765054,1100205,Porto Velho - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,117213,1100254,Presidente Médici - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,21179,1100262,Rio Crespo - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,288223,1100288,Rolim de Moura - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,56920,1100296,Santa Luzia D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,586621,1100304,Vilhena - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,108375,1100320,São Miguel do Guaporé - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,69357,1100338,Nova Mamoré - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,87455,1100346,Alvorada D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,60615,1100379,Alto Alegre dos Parecis - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,69211,1100403,Alto Paraíso - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,137840,1100452,Buritis - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,69626,1100502,Novo Horizonte do Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,38298,1100601,Cacaulândia - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,46229,1100700,Campo Novo de Rondônia - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,71276,1100809,Candeias do Jamari - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,24537,1100908,Castanheiras - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,53818,1100924,Chupinguaia - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,41085,1100940,Cujubim - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,62246,1101005,Governador Jorge Teixeira - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,42517,1101104,Itapuã do Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,52108,1101203,Ministro Andreazza - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,63203,1101302,Mirante da Serra - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,66006,1101401,Monte Negro - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,40427,1101435,Nova União - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,21893,1101450,Parecis - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,21182,1101468,Pimenteiras do Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,25260,1101476,Primavera de Rondônia - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,30784,1101484,São Felipe D'Oeste - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,70765,1101492,São Francisco do Guaporé - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,62860,1101500,Seringueiras - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,28647,1101559,Teixeirópolis - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,56753,1101609,Theobroma - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,67027,1101708,Urupá - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,36890,1101757,Vale do Anari - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,55970,1101807,Vale do Paraíso - RO,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,49216,1200013,Acrelândia - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,14615,1200054,Assis Brasil - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,86058,1200104,Brasiléia - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,35776,1200138,Bujari - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,39317,1200179,Capixaba - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,292422,1200203,Cruzeiro do Sul - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,63961,1200252,Epitaciolândia - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,85351,1200302,Feijó - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,16801,1200328,Jordão - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,37374,1200336,Mâncio Lima - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,23897,1200344,Manoel Urbano - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,31868,1200351,Marechal Thaumaturgo - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,62829,1200385,Plácido de Castro - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,19565,1200393,Porto Walter - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,2047971,1200401,Rio Branco - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,31424,1200427,Rodrigues Alves - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,11411,1200435,Santa Rosa do Purus - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,87695,1200450,Senador Guiomard - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,145707,1200500,Sena Madureira - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,89296,1200609,Tarauacá - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,55372,1200708,Xapuri - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,49309,1200807,Porto Acre - AC,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,31030,1300029,Alvarães - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,13675,1300060,Amaturá - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,19131,1300086,Anamã - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,26967,1300102,Anori - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,42609,1300144,Apuí - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,21595,1300201,Atalaia do Norte - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,83112,1300300,Autazes - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,42113,1300409,Barcelos - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,44625,1300508,Barreirinha - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,61607,1300607,Benjamin Constant - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,26325,1300631,Beruri - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,19695,1300680,Boa Vista do Ramos - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,75733,1300706,Boca do Acre - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,66270,1300805,Borba - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,27914,1300839,Caapiranga - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,18634,1300904,Canutama - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,71798,1301001,Carauari - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,70375,1301100,Careiro - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,163506,1301159,Careiro da Várzea - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,1025923,1301209,Coari - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,47249,1301308,Codajás - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,59180,1301407,Eirunepé - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,33834,1301506,Envira - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,69977,1301605,Fonte Boa - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,27219,1301654,Guajará - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,74487,1301704,Humaitá - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,26487,1301803,Ipixuna - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,115480,1301852,Iranduba - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,273672,1301902,Itacoatiara - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,18704,1301951,Itamarati - AM,37,Produto Interno Bruto a preços correntes,2003,2003
6,Município,40,Mil Reais,21158,1302009,Itapiranga - AM,37,Produto Interno Bruto a preços correntes,2003,2003
