NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,361813,1500404,Alenquer - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,576867,1500503,Almeirim - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,842408,1500602,Altamira - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,95376,1500701,Anajás - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,4100513,1500800,Ananindeua - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,111551,1500859,Anapu - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,133308,1500909,Augusto Corrêa - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,212961,1500958,Aurora do Pará - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,55948,1501006,Aveiro - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,78845,1501105,Bagre - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,169274,1501204,Baião - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,34215,1501253,Bannach - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,2227150,1501303,Barcarena - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,18801039,1501402,Belém - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,109871,1501451,Belterra - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,580847,1501501,Benevides - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,86836,1501576,Bom Jesus do Tocantins - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,56788,1501600,Bonito - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,509272,1501709,Bragança - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,104504,1501725,Brasil Novo - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,35204,1501758,Brejo Grande do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,534052,1501782,Breu Branco - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,363440,1501808,Breves - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,228097,1501907,Bujaru - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,76673,1501956,Cachoeira do Piriá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,78541,1502004,Cachoeira do Arari - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,475011,1502103,Cametá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,2120092,1502152,Canaã dos Carajás - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,601464,1502202,Capanema - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,232622,1502301,Capitão Poço - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,1738923,1502400,Castanhal - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,82705,1502509,Chaves - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,42094,1502608,Colares - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,299034,1502707,Conceição do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,136685,1502756,Concórdia do Pará - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,107977,1502764,Cumaru do Norte - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,116295,1502772,Curionópolis - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,92822,1502806,Curralinho - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,93835,1502855,Curuá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,132771,1502905,Curuçá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,311832,1502939,Dom Eliseu - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,200326,1502954,Eldorado do Carajás - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,29521,1503002,Faro - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,271036,1503044,Floresta do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,121027,1503077,Garrafão do Norte - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,170782,1503093,Goianésia do Pará - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,103744,1503101,Gurupá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,136819,1503200,Igarapé-Açu - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,237082,1503309,Igarapé-Miri - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,45885,1503408,Inhangapi - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,387767,1503457,Ipixuna do Pará - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,105748,1503507,Irituia - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,906107,1503606,Itaituba - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,241334,1503705,Itupiranga - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,99660,1503754,Jacareacanga - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,263119,1503804,Jacundá - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,480752,1503903,Juruti - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,193960,1504000,Limoeiro do Ajuru - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,174972,1504059,Mãe do Rio - PA,37,Produto Interno Bruto a preços correntes,2010,2010
6,Município,40,Mil Reais,34471,1504109,Magalhães Barata - PA,37,Produto Interno Bruto a preços correntes,2010,2010
