UF,ano,populacao,pib_mil_reais,pib_bilhoes,IDH,desmatamento_km2,ano_categorico,ano_normalizado,decada,desmatamento_km2_growth_rate,pib_bilhoes_growth_rate,populacao_growth_rate,IDH_growth_rate,desmatamento_lag1,desmatamento_lag2,pib_lag1,idh_lag1,desmatamento_ma3,desmatamento_std3,pib_ma3,pib_per_capita,desmatamento_per_capita,intensidade_desmatamento,idh_ajustado,categoria_idh,categoria_desmatamento,periodo,desmatamento_km2_mean,desmatamento_km2_std,desmatamento_desvio_estado,desmatamento_zscore_estado,desmatamento_km2_normalized,pib_bilhoes_normalized,populacao_normalized,pib_x_populacao,idh_x_pib,ano_x_pib
MT,2012,3115336,79665685.0,79.67,0.742,787.4781813583982,2012,0.0,2010,40.41596890617467,0.0,0.0,0.0,787.4781813583982,787.4781813583982,79.67,0.742,787.4781813583982,225.04870932411222,79.67,25573.485492415584,252.774718797073,9.884249797394228,0.4151099620338389,Alto,Alto,Primeira_Metade,2590.0267370448246,3896.7399057750786,-1802.5485556864264,-0.4625786168111961,0.0427934528640499,0.2819859712371175,0.31848090904713755,248198819.12,59.115140000000004,160296.04
MT,2013,3182113,89212915.0,89.21,0.758,1105.745118279118,2013,0.1111111111111111,2010,40.41596890617467,11.974394376804298,2.143492708330652,2.156334231805923,787.4781813583982,787.4781813583982,79.67,0.742,946.6116498187581,225.04870932411222,84.44,28034.83094409281,347.48769709910306,12.394856162752136,0.35996759219342833,Alto,Alto,Primeira_Metade,2590.0267370448246,3896.7399057750786,-1484.2816187657065,-0.38090343586082287,0.06016162501223436,0.31936988126493987,0.3265189705811546,283876300.72999996,67.62118,179579.72999999998
MT,2014,3224357,101234522.0,101.23,0.762,1099.6636355506423,2014,0.2222222222222222,2010,-0.5499895616035255,13.473825804282047,1.3275455648495305,0.5277044854881341,1105.745118279118,787.4781813583982,89.21,0.758,997.6289783960528,182.02132905161235,90.03666666666668,31395.40689818156,341.0489705546384,10.863021194810257,0.36291527228367865,Alto,Alto,Primeira_Metade,2590.0267370448246,3896.7399057750786,-1490.3631014941823,-0.3824640949952605,0.059829751899788855,0.3664720404404562,0.3316039530068853,326401659.11,77.13726,203877.22
MT,2015,3265486,107418326.0,107.42,0.77,1495.6677788781367,2015,0.3333333333333333,2010,36.011388439629584,6.114788106292601,1.2755721528354247,1.049868766404205,1099.6636355506423,1105.745118279118,101.23,0.762,1233.692177569299,226.89790186092398,99.28666666666668,32895.56286568064,458.023025937988,13.923550352617172,0.3085346561416655,Alto,Muito Alto,Primeira_Metade,2590.0267370448246,3896.7399057750786,-1094.358958166688,-0.2808396209726025,0.08144012776619408,0.3907284768211921,0.33655472097838124,350778506.12,82.71340000000001,216451.30000000002
MT,2016,3305531,123880298.0,123.88,0.769,1397.86067646631,2016,0.4444444444444444,2010,-6.539360130174721,15.323031092906337,1.22631057061644,-0.12987012987013546,1495.6677788781367,1099.6636355506423,107.42,0.77,1331.064030298363,206.27933570185868,110.84333333333332,37476.58091846666,422.88536288611726,11.283989961788102,0.32070253603443855,Alto,Alto,Primeira_Metade,2590.0267370448246,3896.7399057750786,-1192.1660605785146,-0.30593934658345834,0.07610268804204559,0.4552294368901603,0.3413750060185854,409489180.28,95.26371999999999,249742.08
MT,2017,3344544,126845895.0,126.85,0.77,1454.142274269368,2017,0.5555555555555556,2010,4.02626661945551,2.3974814336454653,1.1802339775364379,0.13003901170351995,1397.86067646631,1495.6677788781367,123.88,0.769,1449.2235765379382,49.088720813230786,119.38333333333333,37927.44242563411,434.7804287428624,11.463478709257927,0.3137552407100112,Alto,Muito Alto,Segunda_Metade,2590.0267370448246,3896.7399057750786,-1135.8844627754565,-0.2914960942330392,0.07917403591397955,0.4668678239742937,0.34607106745630506,424255406.4,97.6745,255856.44999999998
MT,2018,3441998,137442863.0,137.44,0.778,1440.99233947142,2018,0.6666666666666666,2010,-0.9043086794622734,8.348443042964139,2.9138202397696045,1.0389610389610393,1454.142274269368,1397.86067646631,126.85,0.77,1430.9984300690328,29.441692065397344,129.39,39930.29629883573,418.64996419853236,10.484519350053988,0.31872283555321207,Alto,Alto,Segunda_Metade,2590.0267370448246,3896.7399057750786,-1149.0343975734045,-0.2948706932865863,0.07845642970103807,0.5083663152944865,0.35780177187153933,473068205.12,106.92832,277353.92
MT,2019,3484466,142122023.0,142.12,0.779,1882.0407399334265,2019,0.7777777777777778,2010,30.60726892023522,3.4051222351571653,1.2338182648566232,0.12853470437017567,1440.99233947142,1454.142274269368,137.44,0.778,1592.3917845580715,250.9295084457455,135.47,40786.73748000411,540.1231465405104,13.242617083685804,0.2702945830037068,Alto,Muito Alto,Segunda_Metade,2590.0267370448246,3896.7399057750786,-707.9859971113981,-0.18168674692969444,0.1025249195637274,0.5267055919119088,0.3629137175598247,495212307.92,110.71148000000001,286940.28
MT,2020,3526220,178649564.0,178.65,0.756,13646.99105881902,2020,0.8888888888888888,2020,625.1166656095742,25.703630734590476,1.1982897809879711,-2.9525032092426184,1882.0407399334265,1440.99233947142,142.12,0.779,5656.674712741289,6923.3299362146,152.73666666666665,50663.3165259116,3870.1473699369353,76.38953853243224,0.051614696627046076,Alto,Muito Alto,Segunda_Metade,2590.0267370448246,3896.7399057750786,11056.964321774194,2.8374909768515626,0.744551026423023,0.6698538343978997,0.3679397178487168,629959203.0,135.0594,360873.0
MT,2021,3567234,233390203.0,233.39,0.736,1589.685567422406,2021,1.0,2020,-88.35138412144623,30.640917996081708,1.1631151771585468,-2.645502645502651,13646.99105881902,1882.0407399334265,178.65,0.756,5706.239122058283,6878.446327303901,184.72,65426.04157731172,445.6353486825944,6.811283977130151,0.28420438730427167,Alto,Muito Alto,Segunda_Metade,2590.0267370448246,3896.7399057750786,-1000.3411696224186,-0.25671232717890274,0.08657078052022248,0.8843606724401427,0.3728766430738119,832556743.26,171.77504,471681.18999999994
PA,2012,7792561,107080878.0,107.08,0.666,1698.3607938498085,2012,0.0,2010,23.65132123509104,0.0,0.0,0.0,1698.3607938498085,1698.3607938498085,107.08,0.666,1698.3607938498085,284.03402270461936,107.08,13741.310462632246,217.9464227292938,15.86067233703594,0.24681651227588575,Baixo,Muito Alto,Primeira_Metade,4138.086925411373,5044.680064845291,-2439.7261315615647,-0.4836235599088256,0.09250130556657446,0.38939613621223407,0.8814864702200395,834427431.88,71.31528,215444.96
PA,2013,7969654,121224851.0,121.22,0.671,2100.045560934069,2013,0.1111111111111111,2010,23.65132123509104,13.20508031378409,2.2725904872608726,0.7507507507507505,1698.3607938498085,1698.3607938498085,107.08,0.666,1899.2031773919387,284.03402270461936,114.15,15210.196076266297,263.50523635456057,17.324249801468973,0.2164484317442813,Baixo,Muito Alto,Primeira_Metade,4138.086925411373,5044.680064845291,-2038.0413644773043,-0.4039981402744926,0.11442167923630524,0.44480583094948867,0.902803457075449,966081457.88,81.33862,244015.86
PA,2014,8073924,124584945.0,124.58,0.684,1796.144753062055,2014,0.2222222222222222,2010,-14.471153079976185,2.771819831710931,1.308337852559216,1.9374068554396384,2100.045560934069,1698.3607938498085,121.22,0.671,1864.8503692819775,209.47078388644934,117.62666666666667,15429.91982584924,222.4624300478993,14.417601164408854,0.24462252866234924,Baixo,Muito Alto,Primeira_Metade,4138.086925411373,5044.680064845291,-2341.942172349318,-0.4642399799879361,0.09783748234120562,0.45797249108507393,0.9153546150512784,1005849451.92,85.21272,250904.12
PA,2015,8175113,130899505.0,130.9,0.689,2303.760098418564,2015,0.3333333333333333,2010,28.26138285854356,5.073045432653722,1.2532815518204066,0.73099415204676,1796.144753062055,2100.045560934069,124.58,0.684,2066.6501374715626,255.45014277062378,125.56666666666668,16012.011087797808,281.8016213865869,17.59938959830836,0.20855025167529836,Baixo,Muito Alto,Primeira_Metade,4138.086925411373,5044.680064845291,-1834.326826992809,-0.3636160873264544,0.12553860262882166,0.4827383518162938,0.9275349077952718,1070122291.7,90.1901,263763.5
PA,2016,8272724,138107518.0,138.11,0.687,2763.875197882277,2016,0.4444444444444444,2010,19.972353014515832,5.50802139037434,1.1940018443781675,-0.2902757619738572,2303.760098418564,1796.144753062055,130.9,0.689,2287.9266831209657,484.0594759303612,131.1966666666667,16694.621989081228,334.09493630904126,20.01212944668943,0.18252464916651243,Baixo,Muito Alto,Primeira_Metade,4138.086925411373,5044.680064845291,-1374.2117275290962,-0.27240810316307745,0.15064758294824274,0.5109918100239038,0.9392845105686359,1142545911.64,94.88157000000001,278429.76
PA,2017,8366628,155232405.0,155.23,0.694,2572.8084648391127,2017,0.5555555555555556,2010,-6.913001469442703,12.39591629860255,1.135103745755317,1.0189228529839722,2763.875197882277,2303.760098418564,138.11,0.687,2546.814587046651,231.15630523661463,141.41333333333333,18553.47219931375,307.5084089837761,16.57417035907436,0.19424494954874427,Baixo,Muito Alto,Segunda_Metade,4138.086925411373,5044.680064845291,-1565.2784605722604,-0.3102829992094383,0.1402208639701683,0.5780790783337905,0.9505878954210603,1298751664.4399998,107.72961999999998,313098.91
PA,2018,8513497,161349601.0,161.35,0.707,2608.756010973136,2018,0.6666666666666666,2010,1.3972103491299404,3.9425368807575856,1.7554144871745114,1.8731988472622474,2572.8084648391127,2763.875197882277,155.23,0.694,2648.4798912315086,101.53873209782307,151.56333333333336,18952.25898358806,306.42590359439095,16.168304995185228,0.19591238583329731,Alto,Muito Alto,Segunda_Metade,4138.086925411373,5044.680064845291,-1529.330914438237,-0.3031571665159975,0.14218256057491505,0.602061209295035,0.9682667677789012,1373652740.95,114.07444999999998,325604.3
PA,2019,8602865,178376983.0,178.38,0.704,4465.604572436746,2019,0.7777777777777778,2010,71.17754798276268,10.55469476293771,1.0497214012056277,-0.4243281471004279,2608.756010973136,2572.8084648391127,161.35,0.707,3215.723016082998,1082.578396793145,164.98666666666668,20734.9528325738,519.0834184236003,25.03422229194274,0.12880551285219186,Alto,Muito Alto,Segunda_Metade,4138.086925411373,5044.680064845291,327.51764702537275,0.0649233732992772,0.24351280172604708,0.668795799208433,0.9790241465645915,1534579058.7,125.57951999999999,360149.22
PA,2020,8690745,215935606.0,215.94,0.719,18328.02264154576,2020,0.8888888888888888,2020,310.42645725223065,21.05617221661622,1.0215201563665177,2.130681818181812,4465.604572436746,2608.756010973136,178.38,0.704,8467.461074985213,8589.818243187721,185.22333333333333,24847.121852039152,2108.912715946188,84.87553321082596,0.03719987364121269,Alto,Muito Alto,Segunda_Metade,4138.086925411373,5044.680064845291,14189.935716134385,2.8128514660462534,1.0,0.8159802500097967,0.989602412249025,1876679475.3,155.26085999999998,436198.8
PA,2021,8777124,262904981.0,262.9,0.69,2743.4911601722024,2021,1.0,2020,-85.03116667941426,21.74678151338334,0.9939193935617707,-4.033379694019478,18328.02264154576,4465.604572436746,215.94,0.719,8512.372791384902,8544.100604329136,219.0733333333333,29952.86383102255,312.5729065890151,10.435493191982513,0.18431992236045766,Baixo,Muito Alto,Segunda_Metade,4138.086925411373,5044.680064845291,-1394.5957652391708,-0.2764488029593092,0.1495352038885484,1.0,1.0,2307505899.6,181.40099999999998,531320.8999999999
RO,2012,1590011,30112721.0,30.11,0.694,690.6184875137558,2012,0.0,2010,39.53889398661383,0.0,0.0,0.0,690.6184875137558,690.6184875137558,30.11,0.694,690.6184875137558,193.08463650413003,30.11,18936.975907713844,434.34824508368547,22.936515692917826,0.4105006570823704,Baixo,Alto,Primeira_Metade,1481.552614317549,1424.7869254234024,-790.9341268037931,-0.5551244980499467,0.03750771425359145,0.087777734237235,0.1348749337955607,47875231.21,20.89634,60581.32
RO,2013,1728214,31121412.0,31.12,0.687,963.6813991437756,2013,0.1111111111111111,2010,39.53889398661383,3.3543673198273005,8.691952445612007,-1.0086455331411948,690.6184875137558,690.6184875137558,30.11,0.694,827.1499433287656,193.08463650413003,30.615000000000002,18007.029222075507,557.6169381475764,30.966625936496644,0.3498530873183159,Baixo,Alto,Primeira_Metade,1481.552614317549,1424.7869254234024,-517.8712151737733,-0.36347274524566403,0.05240905368381963,0.09173556957561034,0.15151066493331408,53782019.68,21.379440000000002,62644.560000000005
RO,2014,1748531,34030982.0,34.03,0.692,761.2707959074123,2014,0.2222222222222222,2010,-21.00389230467702,9.350899742930597,1.1756067246301738,0.7278020378456818,963.6813991437756,690.6184875137558,31.12,0.687,805.1902275216479,141.7304687847823,31.753333333333334,19462.051287623726,435.37735156391983,22.37057878070562,0.39289812878744707,Baixo,Alto,Primeira_Metade,1481.552614317549,1424.7869254234024,-720.2818184101366,-0.5055365160626324,0.04136328739832346,0.10313883772875114,0.1539562569213732,59502509.93,23.548759999999998,68536.42
RO,2015,1768204,36563334.0,36.56,0.706,960.6544482020856,2015,0.3333333333333333,2010,26.190897295227767,7.4346165148398535,1.12511588298978,2.0231213872832443,761.2707959074123,963.6813991437756,34.03,0.692,895.2022144177578,115.99788470548005,33.903333333333336,20676.34729929352,543.2939005918354,26.276106351260545,0.3600838488635261,Alto,Alto,Primeira_Metade,1481.552614317549,1424.7869254234024,-520.8981661154633,-0.3655972390121902,0.05224386968592142,0.11305301931893885,0.15632432952958736,64645538.24,25.81136,73668.40000000001
RO,2016,1787279,39460358.0,39.46,0.715,1194.0478165529348,2016,0.4444444444444444,2010,24.295246723486997,7.932166301969357,1.0787782405197621,1.2747875354107707,960.6544482020856,761.2707959074123,36.56,0.706,971.9910202208108,216.6111165165711,36.68333333333334,22078.254150583092,668.0813776432974,30.259701382486945,0.3258816852603219,Alto,Alto,Primeira_Metade,1481.552614317549,1424.7869254234024,-287.50479776461407,-0.20178792536236714,0.06498039908788042,0.12441710098358087,0.15862041985651693,70526029.34,28.2139,79551.36
RO,2017,1805788,43516144.0,43.52,0.721,1277.8962145615951,2017,0.5555555555555556,2010,7.0221976746894565,10.288900152052726,1.0355965688624957,0.8391608391608463,1194.0478165529348,960.6544482020856,39.46,0.715,1144.1994931055385,164.390468378226,39.84666666666667,24100.281982159588,707.6667995144476,29.36342404783077,0.31652012738375085,Alto,Alto,Segunda_Metade,1481.552614317549,1424.7869254234024,-203.65639975595377,-0.14293814473026092,0.06955609716401033,0.14032681531407973,0.16084837979681255,78587893.76,31.37792,87779.84000000001
RO,2018,1757589,44913978.0,44.91,0.73,1211.7433024576676,2018,0.6666666666666666,2010,-5.176704598551652,3.1939338235293935,-2.6691394560158788,1.2482662968099856,1277.8962145615951,1194.0478165529348,43.52,0.721,1227.8957778573993,44.19632686444445,42.63,25552.048857838778,689.4349603107823,26.981592127759246,0.33005638547151067,Alto,Alto,Segunda_Metade,1481.552614317549,1424.7869254234024,-269.8093118598813,-0.1893681834423785,0.06594606095779601,0.14577373721540812,0.15504658385093167,78933321.99,32.784299999999995,90628.37999999999
RO,2019,1777225,47091334.0,47.09,0.73,1401.1548074932468,2019,0.7777777777777778,2010,15.631322628432386,4.85415274994434,1.1172122720385813,0.0,1211.7433024576676,1277.8962145615951,44.91,0.73,1296.93144150417,96.12977924934206,45.17333333333334,26496.36371309204,788.3947206984185,29.754827086286827,0.3040203812440165,Alto,Alto,Segunda_Metade,1481.552614317549,1424.7869254234024,-80.39780682430205,-0.05642795100776934,0.07628245234715393,0.15431639170813907,0.157410202705956,83689525.25,34.3757,95074.71
RO,2020,1796460,51598745.0,51.6,0.739,5482.898133133517,2020,0.8888888888888888,2020,291.3128016841168,9.577404969207892,1.0823052792977794,1.2328767123287676,1401.1548074932468,1211.7433024576676,47.09,0.73,2698.5987476948108,2413.133125290797,47.86666666666667,28723.155539227148,3052.0568969715537,106.25771575840149,0.11399222767716133,Alto,Muito Alto,Segunda_Metade,1481.552614317549,1424.7869254234024,4001.3455188159683,2.808381693723707,0.29902761535503014,0.17198949802108235,0.15972555250613896,92697336.0,38.132400000000004,104232.0
RO,2021,1815278,58170100.0,58.17,0.7,871.5607382094962,2021,1.0,2020,-84.104013661268,12.732558139534888,1.0475045366999503,-5.277401894451971,5482.898133133517,1401.1548074932468,51.6,0.739,2585.2045596120865,2523.4081128655503,52.28666666666667,32044.678556121984,480.12521399449355,14.982993608552453,0.3740193869794913,Alto,Alto,Segunda_Metade,1481.552614317549,1424.7869254234024,-609.9918761080527,-0.4281284908104993,0.047381929242333434,0.19773502096477139,0.16199070730415524,105594721.26,40.719,117561.57
RR,2012,469524,7711468.0,7.71,0.738,107.4720019696252,2012,0.0,2010,38.0956148349201,0.0,0.0,0.0,107.4720019696252,107.4720019696252,7.71,0.738,107.4720019696252,28.95045063563383,7.71,16420.885833312033,228.8956517017771,13.93929986635865,0.6663825348970234,Alto,Baixo,Primeira_Metade,376.4996384578467,593.1874345601985,-269.0276364882215,-0.4535288861735316,0.005684777675475723,0.0,0.0,3620030.04,5.68998,15512.52
RR,2013,488072,9010725.0,9.01,0.738,148.41412189535134,2013,0.1111111111111111,2010,38.0956148349201,16.861219195849554,3.9503837929477426,0.0,107.4720019696252,107.4720019696252,7.71,0.738,127.94306193248826,28.95045063563383,8.36,18460.391089839202,304.08243434442323,16.47215559326874,0.6426253264649856,Alto,Baixo,Primeira_Metade,376.4996384578467,593.1874345601985,-228.08551656249534,-0.3845083413332966,0.007919033592416153,0.005094243504839531,0.002232654436901151,4397528.72,6.64938,18137.13
RR,2014,496936,9744122.0,9.74,0.744,189.05890046536248,2014,0.2222222222222222,2010,27.38605871931128,8.10210876803552,1.8161254896818413,0.8130081300812941,148.41412189535134,107.4720019696252,9.01,0.738,148.315008110113,40.793539552179745,8.82,19600.10947083729,380.4491935890386,19.410564729503335,0.6257049164753911,Alto,Médio,Primeira_Metade,376.4996384578467,593.1874345601985,-187.4407379924842,-0.31598905686776163,0.010137063268884364,0.007954857165249424,0.003299629255139872,4840156.64,7.24656,19616.36
RR,2015,505665,10242903.0,10.24,0.748,154.29364635726034,2015,0.3333333333333333,2010,-18.38858367552576,5.133470225872694,1.7565642255743086,0.5376344086021501,189.05890046536248,148.41412189535134,9.74,0.744,163.9222229059914,21.966602400402962,9.663333333333334,20250.561142258215,305.13016791207684,15.067738902076204,0.6480153489197061,Alto,Baixo,Primeira_Metade,376.4996384578467,593.1874345601985,-222.20599210058634,-0.37459659317519844,0.008239885623079125,0.009914181590187705,0.004350353892821031,5178009.600000001,7.6595200000000006,20633.600000000002
RR,2016,514229,11013236.0,11.01,0.752,228.52873589155,2016,0.4444444444444444,2010,48.11286225124365,7.51953125,1.693611383030258,0.5347593582887722,154.29364635726034,189.05890046536248,10.24,0.748,190.6270942380576,37.1423821708105,10.33,21410.694457138747,444.410439495925,20.75647010822434,0.6121142941392165,Alto,Médio,Primeira_Metade,376.4996384578467,593.1874345601985,-147.97090256629667,-0.24945050071063182,0.01229097502288254,0.012931541204592657,0.005381217198709615,5661661.29,8.27952,22196.16
RR,2017,522636,12104706.0,12.1,0.746,121.8815765698708,2017,0.5555555555555556,2010,-46.66684865936921,9.900090826521346,1.6348747347971537,-0.7978723404255317,228.52873589155,154.29364635726034,11.01,0.752,168.2346529395604,54.6732832034231,11.116666666666667,23151.86860453547,233.20547488093203,10.072857567757918,0.6649543192258127,Alto,Baixo,Segunda_Metade,376.4996384578467,593.1874345601985,-254.6180618879759,-0.4292371130159812,0.006471123799457536,0.01720286845095811,0.006393182146468294,6323895.6,9.0266,24405.7
RR,2018,576568,13369988.0,13.37,0.76,126.64818891706932,2018,0.6666666666666666,2010,3.910855505274813,10.495867768595035,10.319227913882711,1.8766756032171594,121.8815765698708,228.52873589155,12.1,0.746,159.01950045949673,60.243925055382775,12.160000000000002,23188.938685462945,219.65872007650324,9.472564616085963,0.6745672761703096,Alto,Baixo,Segunda_Metade,376.4996384578467,593.1874345601985,-249.85144954077737,-0.4212015207739901,0.006731243008228593,0.022179552490301343,0.012885069093360296,7708714.159999999,10.1612,26980.66
RR,2019,605761,14292227.0,14.29,0.749,543.4634395070918,2019,0.7777777777777778,2010,329.1126814793679,6.881077038145111,5.063236253139269,-1.4473684210526305,126.64818891706932,121.8815765698708,13.37,0.76,263.9977349980107,242.03613396739945,13.253333333333336,23590.16179648409,897.1581853356223,38.031031456059615,0.4852722654960941,Alto,Médio,Segunda_Metade,376.4996384578467,593.1874345601985,166.96380104924515,0.2814688769883259,0.0294773035832844,0.02578470943218778,0.01639908036015215,8656324.69,10.703209999999999,28851.51
RR,2020,631181,16024274.0,16.02,0.739,2024.3909565593056,2020,0.8888888888888888,2020,272.49809451678647,12.106368089573127,4.196374477723053,-1.3351134846461998,543.4634395070918,126.64818891706932,14.29,0.749,898.1675283278222,997.3555765143203,14.56,25380.992140130962,3207.3065516219685,126.36647668909524,0.2443467166165324,Alto,Muito Alto,Segunda_Metade,376.4996384578467,593.1874345601985,1647.8913181014589,2.7780280263745634,0.11029312537112324,0.032563971942474235,0.01945892917328711,10111519.62,11.83878,32360.399999999998
RR,2021,652713,18202580.0,18.2,0.699,120.84481644598004,2021,1.0,2020,-94.03055936135132,13.607990012484382,3.411382788772155,-5.41271989174561,2024.3909565593056,543.4634395070918,16.02,0.739,896.2330708374592,999.6033145587342,16.17,27883.61806797168,185.14234655350828,6.639825079449453,0.6236367334207935,Baixo,Baixo,Segunda_Metade,376.4996384578467,593.1874345601985,-255.65482201186666,-0.43098489131249795,0.006414546674348895,0.04110662643520514,0.022050772786364293,11879376.6,12.721799999999998,36782.2
TO,2012,1417694,20684430.0,20.68,0.71,47.63924512408774,2012,0.0,2010,61.87508212209822,0.0,0.0,0.0,47.63924512408774,47.63924512408774,20.68,0.71,47.63924512408774,20.843260754347405,20.68,14587.068859711617,33.603334093314736,2.303638545652212,0.6777142067791704,Alto,Baixo,Primeira_Metade,645.2897121994008,1521.7403732711118,-597.650467075313,-0.39274141474646684,0.0024196392006846142,0.05082487558289902,0.11413284221676537,29317911.919999998,14.682799999999999,41608.159999999996
TO,2013,1478164,23796659.0,23.8,0.719,77.11606716696471,2013,0.1111111111111111,2010,61.87508212209822,15.087040618955516,4.265377436879891,1.2676056338028152,47.63924512408774,47.63924512408774,20.68,0.71,62.37765614552623,20.843260754347405,22.240000000000002,16101.055092669014,52.17016999938079,3.2401708893682653,0.6675232334906274,Alto,Baixo,Primeira_Metade,645.2897121994008,1521.7403732711118,-568.1736450324361,-0.37337094750998684,0.004028221369399219,0.0630510599945139,0.1214117193894747,35180303.2,17.1122,47909.4
TO,2014,1496880,26189323.0,26.19,0.737,45.06402780051187,2014,0.2222222222222222,2010,-41.56337394262686,10.042016806722698,1.266165324010049,2.5034770514603677,77.11606716696471,47.63924512408774,23.8,0.719,56.60644669718811,17.808462452626866,23.55666666666667,17496.392496392495,30.105304233146192,1.7206578007068298,0.7052199486294852,Alto,Baixo,Primeira_Metade,645.2897121994008,1521.7403732711118,-600.2256843988889,-0.3944336990341212,0.002279106796572546,0.07241663074571889,0.12366459627329193,39203287.2,19.302030000000002,52746.66
TO,2015,1515126,28930288.0,28.93,0.73,55.3011199829867,2015,0.3333333333333333,2010,22.71677140754502,10.462008400152722,1.218935385602049,-0.9497964721845276,45.06402780051187,77.11606716696471,26.19,0.737,59.16040498348776,16.370823663563172,26.30666666666667,19094.12154500682,36.49935383788985,1.9115492562387384,0.6917456886729817,Alto,Baixo,Primeira_Metade,645.2897121994008,1521.7403732711118,-589.9885922164141,-0.38770647252276214,0.002837756026813971,0.08315372859438067,0.12586089845442727,43832595.18,21.1189,58293.95
TO,2016,1532902,31584812.0,31.58,0.734,53.46180120533159,2016,0.4444444444444444,2010,-3.326006377847268,9.1600414794331,1.1732357572901586,0.5479452054794498,55.3011199829867,45.06402780051187,28.93,0.73,51.27564966294339,5.457468095448348,28.900000000000002,20601.447450652424,34.876202917950124,1.6929006081485622,0.6967504651428126,Alto,Baixo,Primeira_Metade,645.2897121994008,1521.7403732711118,-591.8279109940693,-0.388915166732341,0.0027373824049895345,0.09353814804655355,0.12800062593288072,48409045.16,23.17972,63665.28
TO,2017,1550194,34108132.0,34.11,0.74,28.15613080953856,2017,0.5555555555555556,2010,-47.33411487316176,8.011399620012671,1.1280564576209073,0.8174386920980936,53.46180120533159,55.3011199829867,31.58,0.734,45.639683999285616,15.169105032779445,31.540000000000003,22003.697601719527,18.162972382513775,0.8254509178991076,0.7197350458994459,Alto,Baixo,Segunda_Metade,645.2897121994008,1521.7403732711118,-617.1335813898622,-0.4055445936965453,0.0013564245084147128,0.10345232963674125,0.13008209350474265,52877117.339999996,25.2414,68799.87
TO,2018,1555229,35666181.0,35.67,0.749,22.7846676493304,2018,0.6666666666666666,2010,-19.07741939595069,4.573438874230429,0.3247980575334486,1.216216216216215,28.15613080953856,53.46180120533159,34.11,0.74,34.80086655473352,16.382491130648834,33.78666666666666,22935.529108575007,14.650361875537557,0.6387627600036557,0.7323144584494303,Alto,Baixo,Segunda_Metade,645.2897121994008,1521.7403732711118,-622.5050445500704,-0.40907440946180734,0.0010632979343610423,0.10956542184254871,0.13068816505368577,55475018.43,26.71683,71982.06
TO,2019,1572866,39355940.0,39.36,0.751,28.14026094497892,2019,0.7777777777777778,2010,23.50525089096882,10.344827586206895,1.1340452113483002,0.2670226969292422,22.7846676493304,28.15613080953856,35.67,0.749,26.360353134615963,3.09664463256801,36.38,25024.382242352494,17.891073330454674,0.7149456540899116,0.7304450847102756,Alto,Baixo,Segunda_Metade,645.2897121994008,1521.7403732711118,-617.1494512544219,-0.40555502245616715,0.0013555584726828616,0.12402523609859321,0.13281116086475034,61908005.76,29.559359999999998,79467.84
TO,2020,1590248,43649801.0,43.65,0.755,4838.011709064085,2020,0.8888888888888888,2020,17092.490569023434,10.89939024390243,1.1051163926234064,0.5326231691078487,28.14026094497892,22.7846676493304,39.36,0.751,1629.6455458861317,2778.5278923134465,39.559999999999995,27448.548905579508,3042.300137503135,110.83646527065487,0.12932485195735194,Alto,Muito Alto,Segunda_Metade,645.2897121994008,1521.7403732711118,4192.721996864684,2.7552150619833182,0.2638354633280823,0.14083623966456366,0.1349034618903173,69414325.2,32.95575,88173.0
TO,2021,1607363,51780763.0,51.78,0.731,1257.2220922461925,2021,1.0,2020,-74.01366164759857,18.625429553264606,1.0762472268476264,-3.1788079470198682,4838.011709064085,28.14026094497892,43.65,0.755,2041.1246874184192,2498.9184252184305,44.93,32214.254029736905,782.1643849249936,24.280071306415458,0.32384939103292754,Alto,Alto,Segunda_Metade,645.2897121994008,1521.7403732711118,611.9323800467916,0.40212666417687953,0.06842788787258783,0.17269485481406013,0.13696362366989262,83229256.14,37.85118,104647.38
